cycle_id,resident_id,machine_id,start_time,end_time,price
104,94,134,2026-01-04 11:15:00,2026-01-04 12:15:00,2.5
105,73,150,2026-01-04 17:00:00,2026-01-04 18:15:00,2.0
106,80,105,2026-01-04 19:15:00,2026-01-04 20:15:00,2.5
107,83,157,2026-01-04 06:45:00,2026-01-04 08:15:00,2.0
108,64,185,2026-01-04 19:15:00,2026-01-04 20:15:00,2.5
109,42,151,2026-01-04 12:15:00,2026-01-04 13:30:00,2.5
110,100,198,2026-01-04 11:15:00,2026-01-04 12:00:00,2.0
111,29,182,2026-01-04 19:30:00,2026-01-04 20:30:00,2.5
112,9,151,2026-01-04 20:15:00,2026-01-04 21:30:00,2.5
113,5,138,2026-01-04 06:45:00,2026-01-04 08:00:00,2.0
114,51,130,2026-01-04 12:15:00,2026-01-04 13:15:00,2.0
115,46,181,2026-01-04 10:00:00,2026-01-04 11:15:00,2.5
116,30,110,2026-01-04 13:00:00,2026-01-04 13:45:00,2.0
117,96,117,2026-01-04 17:45:00,2026-01-04 19:15:00,2.0
118,99,134,2026-01-04 11:00:00,2026-01-04 11:45:00,2.5
119,26,177,2026-01-04 19:30:00,2026-01-04 20:30:00,2.0
120,55,175,2026-01-04 08:30:00,2026-01-04 09:00:00,2.5
121,68,123,2026-01-04 12:45:00,2026-01-04 13:45:00,2.5
122,28,116,2026-01-04 13:45:00,2026-01-04 15:00:00,2.0
123,24,156,2026-01-04 14:30:00,2026-01-04 15:30:00,2.0
124,40,127,2026-01-04 18:45:00,2026-01-04 19:30:00,2.0
125,8,161,2026-01-04 15:30:00,2026-01-04 16:30:00,2.5
126,43,121,2026-01-04 10:15:00,2026-01-04 11:30:00,2.5
127,65,142,2026-01-04 18:15:00,2026-01-04 19:45:00,2.5
128,10,170,2026-01-04 06:00:00,2026-01-04 06:30:00,2.0
129,12,112,2026-01-04 15:15:00,2026-01-04 16:00:00,2.5
130,57,149,2026-01-04 19:15:00,2026-01-04 20:45:00,2.0
131,77,108,2026-01-05 15:30:00,2026-01-05 17:00:00,2.0
132,35,144,2026-01-05 10:15:00,2026-01-05 11:00:00,2.5
133,74,168,2026-01-05 08:45:00,2026-01-05 09:15:00,2.0
134,29,120,2026-01-05 06:45:00,2026-01-05 07:15:00,2.0
135,70,190,2026-01-05 19:45:00,2026-01-05 21:15:00,2.0
136,43,111,2026-01-05 20:45:00,2026-01-05 22:15:00,2.5
137,75,103,2026-01-05 06:15:00,2026-01-05 07:00:00,2.5
138,53,110,2026-01-05 10:30:00,2026-01-05 11:15:00,2.0
139,88,144,2026-01-05 07:00:00,2026-01-05 07:45:00,2.5
140,65,184,2026-01-05 06:30:00,2026-01-05 08:00:00,2.5
141,58,173,2026-01-05 06:00:00,2026-01-05 07:00:00,2.5
142,69,115,2026-01-05 13:15:00,2026-01-05 14:15:00,2.5
143,27,194,2026-01-05 20:00:00,2026-01-05 21:30:00,2.5
144,12,162,2026-01-05 17:45:00,2026-01-05 18:30:00,2.5
145,49,178,2026-01-05 10:45:00,2026-01-05 11:45:00,2.0
146,85,109,2026-01-05 07:45:00,2026-01-05 08:45:00,2.0
147,31,135,2026-01-05 06:45:00,2026-01-05 08:00:00,2.5
148,67,164,2026-01-05 18:45:00,2026-01-05 19:45:00,2.5
149,5,114,2026-01-05 17:15:00,2026-01-05 18:15:00,2.5
150,60,185,2026-01-05 10:00:00,2026-01-05 11:00:00,2.5
151,42,178,2026-01-05 15:15:00,2026-01-05 16:30:00,2.0
152,97,189,2026-01-05 18:15:00,2026-01-05 18:45:00,2.0
153,55,118,2026-01-05 13:45:00,2026-01-05 14:45:00,2.0
154,9,138,2026-01-05 06:30:00,2026-01-05 07:00:00,2.0
155,30,125,2026-01-05 06:00:00,2026-01-05 06:45:00,2.5
156,24,178,2026-01-05 10:45:00,2026-01-05 11:45:00,2.0
157,11,139,2026-01-05 08:15:00,2026-01-05 09:15:00,2.0
158,54,107,2026-01-05 08:45:00,2026-01-05 09:30:00,2.0
159,16,164,2026-01-05 09:30:00,2026-01-05 11:00:00,2.5
160,72,133,2026-01-05 09:15:00,2026-01-05 10:15:00,2.5
161,32,136,2026-01-05 18:15:00,2026-01-05 18:45:00,2.0
162,93,197,2026-01-05 18:00:00,2026-01-05 19:00:00,2.0
163,21,155,2026-01-05 06:15:00,2026-01-05 07:30:00,2.5
164,46,186,2026-01-05 07:15:00,2026-01-05 08:45:00,2.0
165,33,174,2026-01-05 06:15:00,2026-01-05 07:45:00,2.5
166,95,131,2026-01-05 20:45:00,2026-01-05 22:15:00,2.5
167,50,188,2026-01-05 09:45:00,2026-01-05 11:15:00,2.0
168,92,108,2026-01-05 10:00:00,2026-01-05 11:15:00,2.0
169,6,176,2026-01-05 18:15:00,2026-01-05 19:15:00,2.0
170,37,195,2026-01-05 08:30:00,2026-01-05 09:45:00,2.5
171,51,136,2026-01-05 15:30:00,2026-01-05 16:30:00,2.0
172,19,169,2026-01-05 09:30:00,2026-01-05 10:15:00,2.0
173,40,138,2026-01-05 11:45:00,2026-01-05 12:30:00,2.0
174,87,146,2026-01-05 16:45:00,2026-01-05 17:30:00,2.0
175,34,113,2026-01-05 13:15:00,2026-01-05 14:00:00,2.5
176,62,189,2026-01-05 06:30:00,2026-01-05 07:45:00,2.0
177,10,103,2026-01-06 21:15:00,2026-01-06 22:00:00,2.5
178,75,183,2026-01-06 19:15:00,2026-01-06 20:30:00,2.5
179,98,197,2026-01-06 12:30:00,2026-01-06 13:45:00,2.0
180,69,132,2026-01-06 07:30:00,2026-01-06 09:00:00,2.5
181,59,108,2026-01-06 06:00:00,2026-01-06 07:00:00,2.0
182,4,188,2026-01-06 12:30:00,2026-01-06 14:00:00,2.0
183,62,172,2026-01-06 11:00:00,2026-01-06 12:30:00,2.5
184,73,167,2026-01-06 08:00:00,2026-01-06 09:15:00,2.0
185,12,108,2026-01-06 07:30:00,2026-01-06 08:30:00,2.0
186,70,116,2026-01-06 09:45:00,2026-01-06 11:15:00,2.0
187,58,154,2026-01-06 10:15:00,2026-01-06 11:00:00,2.5
188,45,107,2026-01-06 15:30:00,2026-01-06 16:00:00,2.0
189,50,123,2026-01-06 10:30:00,2026-01-06 12:00:00,2.5
190,67,119,2026-01-06 09:00:00,2026-01-06 10:15:00,2.0
191,3,182,2026-01-06 07:00:00,2026-01-06 08:30:00,2.5
192,14,120,2026-01-06 16:15:00,2026-01-06 17:00:00,2.0
193,74,167,2026-01-06 12:30:00,2026-01-06 13:45:00,2.0
194,30,120,2026-01-06 10:00:00,2026-01-06 10:30:00,2.0
195,16,198,2026-01-06 10:45:00,2026-01-06 11:45:00,2.0
196,71,186,2026-01-06 17:45:00,2026-01-06 18:15:00,2.0
197,32,174,2026-01-06 19:45:00,2026-01-06 20:45:00,2.5
198,49,187,2026-01-06 21:45:00,2026-01-06 22:15:00,2.0
199,19,181,2026-01-06 19:00:00,2026-01-06 19:45:00,2.5
200,85,125,2026-01-06 12:00:00,2026-01-06 13:00:00,2.5
201,13,104,2026-01-06 15:15:00,2026-01-06 16:45:00,2.5
202,90,198,2026-01-06 12:00:00,2026-01-06 13:00:00,2.0
203,97,170,2026-01-06 07:45:00,2026-01-06 09:15:00,2.0
204,81,142,2026-01-06 09:00:00,2026-01-06 09:45:00,2.5
205,8,117,2026-01-06 10:00:00,2026-01-06 10:45:00,2.0
206,42,176,2026-01-06 12:00:00,2026-01-06 12:45:00,2.0
207,13,147,2026-01-07 21:15:00,2026-01-07 21:45:00,2.0
208,63,123,2026-01-07 15:00:00,2026-01-07 15:45:00,2.5
209,74,107,2026-01-07 19:30:00,2026-01-07 21:00:00,2.0
210,42,107,2026-01-07 14:30:00,2026-01-07 15:15:00,2.0
211,38,159,2026-01-07 12:00:00,2026-01-07 12:45:00,2.0
212,69,195,2026-01-07 19:45:00,2026-01-07 20:45:00,2.5
213,61,118,2026-01-07 16:15:00,2026-01-07 16:45:00,2.0
214,4,114,2026-01-07 20:45:00,2026-01-07 21:45:00,2.5
215,95,160,2026-01-07 18:15:00,2026-01-07 19:15:00,2.0
216,50,137,2026-01-07 16:45:00,2026-01-07 17:30:00,2.0
217,49,155,2026-01-07 12:45:00,2026-01-07 13:15:00,2.5
218,18,104,2026-01-07 18:15:00,2026-01-07 18:45:00,2.5
219,14,113,2026-01-07 07:00:00,2026-01-07 08:30:00,2.5
220,96,142,2026-01-07 17:15:00,2026-01-07 18:00:00,2.5
221,97,155,2026-01-07 08:15:00,2026-01-07 09:00:00,2.5
222,7,130,2026-01-07 16:30:00,2026-01-07 18:00:00,2.0
223,80,113,2026-01-07 07:45:00,2026-01-07 08:45:00,2.5
224,8,139,2026-01-07 19:45:00,2026-01-07 21:15:00,2.0
225,32,162,2026-01-07 06:00:00,2026-01-07 07:30:00,2.5
226,16,157,2026-01-07 21:45:00,2026-01-07 23:00:00,2.0
227,37,110,2026-01-07 19:00:00,2026-01-07 20:15:00,2.0
228,15,105,2026-01-07 06:15:00,2026-01-07 06:45:00,2.5
229,84,103,2026-01-07 18:15:00,2026-01-07 19:00:00,2.5
230,23,168,2026-01-07 07:15:00,2026-01-07 08:45:00,2.0
231,90,125,2026-01-07 21:00:00,2026-01-07 22:30:00,2.5
232,28,179,2026-01-07 14:30:00,2026-01-07 15:00:00,2.0
233,41,188,2026-01-07 09:45:00,2026-01-07 10:45:00,2.0
234,75,137,2026-01-07 18:00:00,2026-01-07 19:00:00,2.0
235,99,170,2026-01-07 12:45:00,2026-01-07 13:45:00,2.0
236,60,162,2026-01-07 18:15:00,2026-01-07 18:45:00,2.5
237,86,171,2026-01-07 09:45:00,2026-01-07 10:45:00,2.5
238,66,172,2026-01-07 09:00:00,2026-01-07 10:30:00,2.5
239,93,174,2026-01-07 16:15:00,2026-01-07 16:45:00,2.5
240,48,190,2026-01-07 14:00:00,2026-01-07 14:45:00,2.0
241,30,103,2026-01-07 13:15:00,2026-01-07 14:45:00,2.5
242,3,105,2026-01-07 11:30:00,2026-01-07 12:00:00,2.5
243,83,109,2026-01-07 08:45:00,2026-01-07 09:30:00,2.0
244,68,161,2026-01-07 16:15:00,2026-01-07 17:15:00,2.5
245,25,150,2026-01-07 07:15:00,2026-01-07 07:45:00,2.0
246,1,188,2026-01-07 08:45:00,2026-01-07 09:45:00,2.0
247,79,113,2026-01-07 13:00:00,2026-01-07 13:30:00,2.5
248,53,137,2026-01-08 18:15:00,2026-01-08 19:30:00,2.0
249,82,120,2026-01-08 21:45:00,2026-01-08 22:30:00,2.0
250,35,168,2026-01-08 16:45:00,2026-01-08 17:15:00,2.0
251,51,112,2026-01-08 11:00:00,2026-01-08 11:45:00,2.5
252,93,165,2026-01-08 11:15:00,2026-01-08 12:15:00,2.5
253,22,182,2026-01-08 07:15:00,2026-01-08 08:45:00,2.5
254,1,176,2026-01-08 09:30:00,2026-01-08 10:30:00,2.0
255,52,152,2026-01-08 18:45:00,2026-01-08 20:15:00,2.5
256,54,111,2026-01-08 06:15:00,2026-01-08 07:15:00,2.5
257,21,175,2026-01-08 15:30:00,2026-01-08 16:15:00,2.5
258,55,198,2026-01-08 19:15:00,2026-01-08 20:45:00,2.0
259,64,104,2026-01-08 06:30:00,2026-01-08 08:00:00,2.5
260,49,139,2026-01-08 20:30:00,2026-01-08 22:00:00,2.0
261,44,129,2026-01-08 16:45:00,2026-01-08 17:30:00,2.0
262,57,147,2026-01-08 19:45:00,2026-01-08 20:45:00,2.0
263,15,127,2026-01-08 08:00:00,2026-01-08 09:15:00,2.0
264,8,156,2026-01-08 17:00:00,2026-01-08 18:30:00,2.0
265,20,147,2026-01-08 21:00:00,2026-01-08 22:00:00,2.0
266,87,184,2026-01-08 11:30:00,2026-01-08 12:00:00,2.5
267,17,169,2026-01-08 08:30:00,2026-01-08 09:00:00,2.0
268,47,158,2026-01-08 17:15:00,2026-01-08 18:00:00,2.0
269,26,161,2026-01-08 08:45:00,2026-01-08 09:15:00,2.5
270,50,125,2026-01-08 13:45:00,2026-01-08 14:30:00,2.5
271,61,115,2026-01-08 17:45:00,2026-01-08 18:45:00,2.5
272,12,172,2026-01-08 17:15:00,2026-01-08 17:45:00,2.5
273,46,117,2026-01-08 18:00:00,2026-01-08 19:00:00,2.0
274,99,146,2026-01-08 07:45:00,2026-01-08 08:45:00,2.0
275,2,193,2026-01-08 21:45:00,2026-01-08 23:15:00,2.5
276,1,187,2026-01-09 17:00:00,2026-01-09 17:30:00,2.0
277,5,145,2026-01-09 08:15:00,2026-01-09 09:15:00,2.5
278,39,155,2026-01-09 19:45:00,2026-01-09 21:15:00,2.5
279,93,108,2026-01-09 18:30:00,2026-01-09 20:00:00,2.0
280,65,155,2026-01-09 21:30:00,2026-01-09 22:45:00,2.5
281,24,182,2026-01-09 11:15:00,2026-01-09 12:15:00,2.5
282,75,122,2026-01-09 10:45:00,2026-01-09 11:15:00,2.5
283,19,159,2026-01-09 08:45:00,2026-01-09 09:30:00,2.0
284,37,135,2026-01-09 18:00:00,2026-01-09 18:30:00,2.5
285,42,107,2026-01-09 17:00:00,2026-01-09 18:30:00,2.0
286,79,131,2026-01-09 15:00:00,2026-01-09 16:15:00,2.5
287,14,137,2026-01-09 09:45:00,2026-01-09 11:00:00,2.0
288,53,120,2026-01-09 17:45:00,2026-01-09 18:30:00,2.0
289,29,149,2026-01-09 08:45:00,2026-01-09 09:15:00,2.0
290,59,136,2026-01-09 15:00:00,2026-01-09 15:45:00,2.0
291,4,200,2026-01-09 07:30:00,2026-01-09 08:15:00,2.0
292,35,136,2026-01-09 11:30:00,2026-01-09 12:15:00,2.0
293,67,158,2026-01-09 11:00:00,2026-01-09 12:15:00,2.0
294,36,103,2026-01-09 18:15:00,2026-01-09 19:45:00,2.5
295,55,115,2026-01-09 06:30:00,2026-01-09 07:15:00,2.5
296,95,108,2026-01-09 09:45:00,2026-01-09 10:30:00,2.0
297,23,144,2026-01-09 19:15:00,2026-01-09 20:00:00,2.5
298,69,137,2026-01-09 10:15:00,2026-01-09 11:45:00,2.0
299,76,141,2026-01-09 19:15:00,2026-01-09 20:30:00,2.5
300,80,114,2026-01-09 13:30:00,2026-01-09 14:00:00,2.5
301,56,184,2026-01-09 07:30:00,2026-01-09 08:00:00,2.5
302,7,189,2026-01-09 14:45:00,2026-01-09 15:30:00,2.0
303,43,135,2026-01-09 10:00:00,2026-01-09 10:30:00,2.5
304,31,140,2026-01-09 17:45:00,2026-01-09 19:00:00,2.0
305,89,145,2026-01-09 12:30:00,2026-01-09 13:30:00,2.5
306,6,110,2026-01-09 08:15:00,2026-01-09 09:00:00,2.0
307,27,193,2026-01-09 15:45:00,2026-01-09 16:15:00,2.5
308,99,101,2026-01-09 10:45:00,2026-01-09 11:45:00,2.5
309,68,176,2026-01-09 06:00:00,2026-01-09 07:15:00,2.0
310,34,128,2026-01-09 14:30:00,2026-01-09 16:00:00,2.0
311,86,147,2026-01-09 10:45:00,2026-01-09 12:15:00,2.0
312,52,149,2026-01-09 06:45:00,2026-01-09 08:00:00,2.0
313,87,156,2026-01-09 17:30:00,2026-01-09 18:45:00,2.0
314,85,161,2026-01-09 09:15:00,2026-01-09 10:00:00,2.5
315,26,173,2026-01-09 20:00:00,2026-01-09 21:15:00,2.5
316,44,126,2026-01-09 18:00:00,2026-01-09 19:00:00,2.0
317,62,170,2026-01-09 10:00:00,2026-01-09 11:00:00,2.0
318,30,169,2026-01-09 06:00:00,2026-01-09 07:00:00,2.0
319,68,199,2026-01-10 13:15:00,2026-01-10 14:00:00,2.0
320,24,166,2026-01-10 19:00:00,2026-01-10 20:00:00,2.0
321,79,185,2026-01-10 15:45:00,2026-01-10 16:30:00,2.5
322,75,170,2026-01-10 17:00:00,2026-01-10 18:30:00,2.0
323,64,126,2026-01-10 14:45:00,2026-01-10 16:15:00,2.0
324,63,198,2026-01-10 21:00:00,2026-01-10 22:15:00,2.0
325,22,200,2026-01-10 20:30:00,2026-01-10 21:15:00,2.0
326,59,143,2026-01-10 18:00:00,2026-01-10 19:00:00,2.5
327,51,180,2026-01-10 20:00:00,2026-01-10 21:15:00,2.0
328,82,115,2026-01-10 14:45:00,2026-01-10 15:45:00,2.5
329,92,151,2026-01-10 20:45:00,2026-01-10 22:15:00,2.5
330,67,113,2026-01-10 11:30:00,2026-01-10 12:15:00,2.5
331,3,178,2026-01-10 18:45:00,2026-01-10 20:15:00,2.0
332,62,152,2026-01-10 19:30:00,2026-01-10 21:00:00,2.5
333,99,128,2026-01-10 08:45:00,2026-01-10 09:30:00,2.0
334,10,136,2026-01-10 19:15:00,2026-01-10 20:00:00,2.0
335,61,149,2026-01-10 18:45:00,2026-01-10 19:30:00,2.0
336,21,189,2026-01-10 19:30:00,2026-01-10 20:45:00,2.0
337,15,174,2026-01-10 12:00:00,2026-01-10 12:30:00,2.5
338,7,142,2026-01-10 18:15:00,2026-01-10 19:30:00,2.5
339,54,184,2026-01-10 09:15:00,2026-01-10 09:45:00,2.5
340,35,144,2026-01-10 13:00:00,2026-01-10 13:45:00,2.5
341,60,147,2026-01-10 16:00:00,2026-01-10 17:30:00,2.0
342,36,186,2026-01-10 17:00:00,2026-01-10 17:45:00,2.0
343,83,109,2026-01-10 20:15:00,2026-01-10 21:00:00,2.0
344,85,142,2026-01-10 13:45:00,2026-01-10 14:15:00,2.5
345,37,126,2026-01-10 16:00:00,2026-01-10 17:15:00,2.0
346,18,150,2026-01-10 13:30:00,2026-01-10 14:45:00,2.0
347,86,160,2026-01-10 12:15:00,2026-01-10 12:45:00,2.0
348,32,118,2026-01-10 08:45:00,2026-01-10 09:30:00,2.0
349,98,197,2026-01-10 12:15:00,2026-01-10 13:45:00,2.0
350,69,147,2026-01-10 06:30:00,2026-01-10 07:45:00,2.0
351,72,198,2026-01-10 06:30:00,2026-01-10 08:00:00,2.0
352,95,184,2026-01-11 11:15:00,2026-01-11 12:00:00,2.5
353,84,172,2026-01-11 12:45:00,2026-01-11 13:15:00,2.5
354,47,116,2026-01-11 17:15:00,2026-01-11 18:30:00,2.0
355,55,198,2026-01-11 18:15:00,2026-01-11 19:30:00,2.0
356,1,197,2026-01-11 12:15:00,2026-01-11 13:45:00,2.0
357,81,166,2026-01-11 14:00:00,2026-01-11 14:45:00,2.0
358,14,191,2026-01-11 14:00:00,2026-01-11 14:30:00,2.5
359,28,175,2026-01-11 08:45:00,2026-01-11 09:30:00,2.5
360,61,168,2026-01-11 07:30:00,2026-01-11 08:30:00,2.0
361,76,122,2026-01-11 16:30:00,2026-01-11 17:45:00,2.5
362,86,112,2026-01-11 20:00:00,2026-01-11 20:45:00,2.5
363,82,138,2026-01-11 07:00:00,2026-01-11 08:00:00,2.0
364,43,130,2026-01-11 13:15:00,2026-01-11 14:15:00,2.0
365,51,180,2026-01-11 12:45:00,2026-01-11 13:15:00,2.0
366,31,115,2026-01-11 10:30:00,2026-01-11 11:15:00,2.5
367,72,191,2026-01-11 07:30:00,2026-01-11 08:15:00,2.5
368,50,178,2026-01-11 09:15:00,2026-01-11 10:00:00,2.0
369,98,125,2026-01-11 07:00:00,2026-01-11 08:30:00,2.5
370,29,154,2026-01-11 06:45:00,2026-01-11 07:15:00,2.5
371,62,180,2026-01-11 11:15:00,2026-01-11 12:45:00,2.0
372,91,152,2026-01-11 08:30:00,2026-01-11 09:00:00,2.5
373,16,106,2026-01-11 14:00:00,2026-01-11 15:30:00,2.0
374,66,198,2026-01-11 13:00:00,2026-01-11 13:45:00,2.0
375,97,168,2026-01-11 14:30:00,2026-01-11 15:45:00,2.0
376,56,145,2026-01-11 17:45:00,2026-01-11 19:00:00,2.5
377,53,113,2026-01-11 20:15:00,2026-01-11 21:30:00,2.5
378,87,118,2026-01-11 18:45:00,2026-01-11 20:15:00,2.0
379,26,143,2026-01-11 19:15:00,2026-01-11 20:30:00,2.5
380,12,123,2026-01-11 08:30:00,2026-01-11 09:30:00,2.5
381,70,105,2026-01-11 08:15:00,2026-01-11 09:00:00,2.5
382,90,189,2026-01-11 07:15:00,2026-01-11 08:15:00,2.0
383,20,150,2026-01-11 18:30:00,2026-01-11 19:00:00,2.0
384,30,187,2026-01-11 08:00:00,2026-01-11 09:00:00,2.0
385,58,121,2026-01-11 14:45:00,2026-01-11 15:45:00,2.5
386,34,107,2026-01-11 21:45:00,2026-01-11 23:00:00,2.0
387,83,197,2026-01-11 09:45:00,2026-01-11 10:15:00,2.0
